Station Name,Street Address,City,State,ZIP,Expected Date,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date
Stevens Creek Nissan,4855 Stevens Creek Blvd,Santa Clara,CA,95051,,Public - Call ahead,,1,,200-9,37.323091,-121.988376,2017-12-05,39939,2018-02-06 21:00:03 UTC,2011-03-15
Santa Cruz Nissan,1605 Soquel Ave,Santa Cruz,CA,95062,,Public - Call ahead,,1,,200-9,36.981503,-122.003781,2017-08-02,39940,2018-02-06 21:00:03 UTC,2011-03-15
Jim Bone Nissan,1275 Santa Rosa Ave,Santa Rosa,CA,95404,,Public - Call ahead,,1,,200-9,38.425178,-122.713509,2017-08-02,39943,2018-02-06 21:00:03 UTC,2011-03-15
Cardinale Nissan,1661 Del Monte Blvd,Seaside,CA,93955,,Public - Call ahead,,1,2,200-9,36.610739,-121.850085,2017-08-02,39944,2018-02-06 21:00:03 UTC,2011-03-15
Nissan of Van Nuys,5425 Van Nuys Blvd,Van Nuys,CA,91401,,Public - Call ahead,,1,,200-9,34.169035,-118.448711,2017-08-02,39945,2018-02-06 21:00:03 UTC,2014-04-22
First Nissan,2325 1st St,Simi Valley,CA,93065,,Public - Call ahead,,1,,200-8,34.277324,-118.778957,2017-08-02,39947,2018-02-06 21:00:03 UTC,2011-03-15
Stockton Nissan,3077 E Hammer Ln,Stockton,CA,95212,,Public - Call ahead,,1,,200-9,38.021193,-121.275623,2017-08-02,39948,2018-02-06 21:00:03 UTC,2011-03-15
Quality Nissan - Temecula,41895 Motor Car Pkwy,Temecula,CA,92591,,Public - Call ahead,,1,,200-9,33.517153,-117.155229,2017-08-02,39949,2018-02-06 21:00:03 UTC,2011-03-15
Tracy Nissan,3195 N Naglee Rd,Tracy,CA,95304,,Public - Call ahead,,1,,,37.759931,-121.463173,2017-08-02,39951,2018-02-06 21:00:03 UTC,2011-03-15
Tustin Nissan,30 Auto Center Dr,Tustin,CA,92782,,Public - Call ahead,,1,,200-9,33.725293,-117.799347,2017-08-02,39952,2018-02-06 21:00:03 UTC,2011-03-15
Nissan of Vacaville,671 Orange Dr,Vacaville,CA,95687,,Public - Call ahead,,1,,200-9,38.380665,-121.941204,2017-08-02,39953,2018-02-06 21:00:03 UTC,2011-03-15
Nissan of Valencia,24111 Creekside Rd,Valencia,CA,91355,,Public - Call ahead,,1,,200-9,34.420261,-118.557891,2017-08-02,39954,2018-02-06 21:00:03 UTC,2011-03-15
Vallejo Nissan,3287 Sonoma Blvd,Vallejo,CA,94590,,Public - Call ahead,,1,,200-9,38.118601,-122.254964,2017-08-02,39955,2018-02-06 21:00:03 UTC,2011-03-15
Valley Hi Nissan,15722 Valley Park Ln,Victorville,CA,92394,,Public - Call ahead,,1,,GPS,34.517883,-117.3219,2017-08-02,39956,2018-02-06 21:00:03 UTC,2011-03-15
Nissan of Visalia,830 S Ben Maddox Way,Visalia,CA,93292,,Public - Call ahead,,1,,200-9,36.322864,-119.276702,2017-08-02,39957,2018-02-06 21:00:03 UTC,2011-03-15
West Covina Nissan,205 N Citrus St,West Covina,CA,91791,,Public - Call ahead,,1,,200-9,34.074525,-117.890206,2017-08-02,39959,2018-02-06 21:00:03 UTC,2011-03-15
Firkins Nissan,1611 Cortez Rd W,Bradenton,FL,34207,,Public - Call ahead,,1,,200-9,27.462347,-82.578049,2017-08-02,39962,2018-02-06 21:00:03 UTC,2011-03-15
Maus Nissan,937 S Suncoast Blvd,Homosassa,FL,34448,,Public - Call ahead,,1,,200-8,28.848733,-82.57947,2017-08-02,39963,2018-02-06 21:00:03 UTC,2011-03-15
Deland Nissan,2600 S Woodland Blvd,Deland,FL,32720,,Public - Call ahead,,1,1,200-9,28.983956,-81.299638,2017-08-02,39964,2018-02-06 21:00:03 UTC,2011-03-15
Delray Nissan,2200 S Federal Hwy,Delray Beach,FL,33483,,Public - Call ahead,,1,,200-9,26.434912,-80.07192,2017-08-02,39965,2018-02-06 21:00:03 UTC,2011-03-15
Fort Lauderdale Nissan,1051 S Federal Hwy,Fort Lauderdale,FL,33316,,Public - Call ahead,,1,,200-8,26.109825,-80.137099,2017-08-02,39966,2018-02-06 21:00:03 UTC,2011-03-15
Westside Nissan,1726 Cassat Ave,Jacksonville,FL,32210,,Public - Call ahead,,1,,200-9,30.288113,-81.730369,2017-08-02,39967,2018-02-06 21:00:03 UTC,2011-03-15
AutoNation Nissan of Orange Park,7447 Blanding Blvd,Jacksonville,FL,32244,,Public - Call ahead,,1,1,200-9,30.213116,-81.737087,2017-08-02,39968,2018-02-06 21:00:03 UTC,2011-03-15
Rountree-Moore Nissan,4262 W US 90,Lake City,FL,32055,,Public - Call ahead,,1,,200-9,30.18141,-82.701994,2017-08-02,39969,2018-02-06 21:00:03 UTC,2011-03-15
Bill Seidle's Nissan,10500 NW 12th St,Miami,FL,33172,,Public - Call ahead,,1,,200-9,25.783711,-80.366737,2017-08-02,39970,2018-02-06 21:00:03 UTC,2011-03-15
Palmetto 57 Nissan,16725 NW 57th Ave,Miami,FL,33055,,Public - Call ahead,,1,1,200-9,25.926113,-80.293126,2017-08-02,39971,2018-02-06 21:00:03 UTC,2011-03-15
AutoNation Nissan Miami,3345 SW 8th St,Miami,FL,33135,,Public - Call ahead,,1,1,200-9,25.76482,-80.250636,2017-08-02,39972,2018-02-06 21:00:03 UTC,2011-03-15
AutoNation Nissan of Kendall,17305 S Dixie Hwy,Palmetto Bay,FL,33157,,Public - Call ahead,,1,,200-9,25.609068,-80.347334,2017-08-02,39973,2018-02-06 21:00:03 UTC,2011-03-15
AutoNation Nissan Pembroke Pines,8890 Pines Blvd,Pembroke Pines,FL,33024,,Public - Call ahead,,1,,GPS,26.007358,-80.263072,2017-08-02,39974,2018-02-06 21:00:03 UTC,2011-03-15
Alan Jay Nissan,1700 Flare Rd,Sebring,FL,33870,,Public - Call ahead,,1,1,GPS,27.485756,-81.481603,2017-08-02,39975,2018-02-06 21:00:03 UTC,2017-01-16
Wallace Nissan,4313 S Federal Hwy,Stuart,FL,34997,,Public - Call ahead,,1,,200-9,27.152801,-80.218778,2017-08-02,39976,2018-02-06 21:00:03 UTC,2011-03-15
Courtesy Nissan of Tampa,3800 W Hillsborough Ave,Tampa,FL,33614,,Public - Call ahead,,1,1,200-9,27.995944,-82.507535,2017-08-02,39978,2018-02-06 21:00:03 UTC,2011-03-15
Ferman Nissan of North Tampa,11001 N Florida Ave,Tampa,FL,33612,,Public - Call ahead,,1,,200-9,28.049949,-82.459399,2017-08-02,39979,2018-02-06 21:00:03 UTC,2011-03-15
Sutherlin Nissan,946 S US Highway 1,Vero Beach,FL,32962,,Public - Call ahead,,1,,GPS,27.585356,-80.376442,2017-08-02,39980,2018-02-06 21:00:03 UTC,2011-03-15
City of West Palm Beach - City Center Garage,401 Clematis St,West Palm Beach,FL,33401,,Private,,1,,200-9,26.713391,-80.054224,2017-09-06,39981,2018-02-06 21:00:03 UTC,2011-05-20
Hill Nissan,6401 Cypress Gardens Blvd,Winter Haven,FL,33884,,Public - Call ahead,,1,1,200-9,27.982041,-81.675522,2017-08-02,39982,2018-02-06 21:00:03 UTC,2011-03-15
Sutherlin Nissan Mall of Georgia,3520 Highway 20,Buford,GA,30519,,Public - Call ahead,,1,,GPS,34.075281,-83.98366,2017-08-02,39983,2018-02-06 21:00:03 UTC,2011-03-15
Nalley Nissan of Atlanta,2551 The Nalley Way,Atlanta,GA,30360,,Public - Call ahead,,,1,,GPS,33.907866,-84.283186,2017-08-02,39985,
Gwinnett Place Nissan,2555 Pleasant Hill Rd,Duluth,GA,30096,,Public - Call ahead,,1,,200-9,33.968414,-84.144938,2017-08-02,39986,2018-02-06 21:00:03 UTC,2011-03-15
Stone Mountain Nissan,4275 Highway 78,Lilburn,GA,30047,,Public - Call ahead,,1,1,200-8,33.841932,-83.905677,2017-08-02,39988,2018-02-06 21:00:03 UTC,2011-03-15
AutoNation Nissan Thornton Road,811 Thornton Rd,Lithia Springs,GA,30122,,Public - Call ahead,,1,,200-9,33.785122,-84.613018,2017-08-02,39989,2018-02-06 21:00:03 UTC,2011-03-15
AutoNation Nissan of Marietta,925 Cobb Pkwy SE,Marietta,GA,30060,,Public - Call ahead,,1,,200-9,33.92909,-84.50889,2017-08-02,39990,2018-02-06 21:00:03 UTC,2011-03-15
Nissan South,6889 Jonesboro Rd,Morrow,GA,30260,,Public - Call ahead,,1,,200-9,33.56686,-84.34374,2017-08-02,39991,2018-02-06 21:00:03 UTC,2011-03-15
Regal Nissan ,1090 Holcomb Bridge Rd,Roswell,GA,30076,,Public - Call ahead,,1,1,200-8,34.022437,-84.327529,2017-08-02,39992,2018-02-06 21:00:03 UTC,2011-03-15
Nissan South Union City,4080 Jonesboro Rd,Union City,GA,30291,,Public - Call ahead,,1,1,200-8,33.565412,-84.521117,2017-08-02,39993,2018-02-06 21:00:03 UTC,2011-03-15
Five Star Nissan,839 Warren Dr,Warner Robins,GA,31088,,Public - Call ahead,,1,,GPS,32.555572,-83.66552,2017-08-02,39994,2018-02-06 21:00:03 UTC,2011-03-15
New City Nissan,2295 N King St,Honolulu,HI,96819,,Public - Call ahead,,2,1,200-9,21.335447,-157.881527,2017-08-02,39995,2018-02-06 21:00:03 UTC,2011-03-15
Jim Falk Motors of Maui,260 Hana Hwy,Kahului,HI,96732,,Public - Call ahead,,1,,200-8,20.8891,-156.458605,2017-08-02,39996,2018-02-06 21:00:03 UTC,2011-03-15
King Windward Nissan,45-568 Kamehameha Hwy,Kaneohe,HI,96744,,Public - Call ahead,,1,1,200-9,21.399511,-157.798923,2017-08-02,39997,2018-02-06 21:00:03 UTC,2011-03-15
Tony Nissan,94-1299 Ka Uka Blvd,Waipahu,HI,96797,,Public - Call ahead,,2,1,200-8,21.42849,-157.998343,2017-08-02,39998,2018-02-06 21:00:03 UTC,2011-03-15
BWI Airport - Daily Ground Floor,7062 Elm Road,Baltimore,MD,21240,,Public,,4,,GPS,39.1869346,-76.6776287,2018-01-04,40004,2018-01-04 21:30:36 UTC,
BWI Airport - Hourly Ground Floor,7062 Elm Road,Baltimore,MD,21240,,Public,,4,,GPS,39.180144,-76.670086,2018-01-04,40005,2018-01-04 21:29:07 UTC,
Harbor East,650 S. Exeter St,Baltimore,MD,21201,,Public,,2,,GPS,39.2836059,-76.6001975,2018-01-04,40007,2018-01-04 21:29:19 UTC,
Johns Hopkins University,3101 Wyman Park Dr,Baltimore,MD,21211,,Public,,5,,GPS,39.3259113,-76.6215812,2018-01-04,40009,2018-01-04 21:29:07 UTC,
Municipal Garage,200 N Holliday St,Baltimore,MD,21202,,Public,1,,,200-9,39.291805,-76.61033,2017-10-03,40012,2018-02-06 21:00:03 UTC,2011-08-15
Bel Air Nissan,1506 Bel Air Rd,Bel Air,MD,21014,,Public - Call ahead,,1,,GPS,39.5065475,-76.3817272,2017-08-02,40018,2018-02-06 21:00:03 UTC,2011-03-15
Community College of Baltimore County (CCBC),800 S Rolling,Catonsville,MD,21228,,Public,,2,,200-9,39.257116,-76.730891,2017-10-03,40020,2018-02-06 21:00:03 UTC,2011-05-15
Severn Building,5245 Greenbelt Road,College Park,MD,20740,,Public,,1,,GPS,38.9980404,-76.9199156,2018-01-04,40022,2018-01-04 21:30:31 UTC,
Howard County Government - Dorsey Building,9250 Bendix Rd.,Columbia,MD,21045,,Public,,5,,GPS,39.236994,-76.827476,2018-01-04,40023,2018-01-04 21:29:07 UTC,
Criswell Nissan,19574 Amaranth Dr,Germantown,MD,20874,,Public - Call ahead,,1,,200-9,39.17702,-77.249845,2017-08-02,40026,2018-02-06 21:00:03 UTC,2011-03-15
Maryland Dept. of Transportation Corporate Headquarters,7201 Corporate Dr.,Hanover,MD,21076,,Public,,2,,GPS,39.1871889,-76.6977523,2018-01-04,40027,2018-01-04 21:29:07 UTC,
MTA,Amtrak Way
MARC BWI 2; Garage 1 Level 1 BWI Amtrak station
MARC BWI 1; Level 1 garage 1 BWI Amtrak station
MARC BWI 3; Garage 1 Level 1 BWI Amtrak Station
MARC BWI 4; Garage 1 Level 1 BWI Amtrak Station
MARC BWI 5; Level 1 of BWI Amtrak garage 1
MARC BWI 2; Garage 1 Level 1 BWI Amtrak station
MARC BWI 1; Level 1 garage 1 BWI Amtrak station
MARC BWI 3; Garage 1 Level 1 BWI Amtrak Station
MARC BWI 4; Garage 1 Level 1 BWI Amtrak Station
MARC BWI 5; Level 1 of BWI Amtrak garage 1
MARC BWI 2; Garage 1 Level 1 BWI Amtrak station
MARC BWI 1; Level 1 garage 1 BWI Amtrak station
MARC BWI 3; Garage 1 Level 1 BWI Amtrak Station
Linthicum Heights,MD,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40028,2018-01-04 21:33:57 UTC,,,,
Passport Nissan Marlow Heights,5000 Auth Way,Marlow Heights,MD,20746,,Public - Call ahead,,1,,200-9,38.826608,-76.922758,2017-08-02,40029,2018-02-06 21:00:03 UTC,2011-03-15
Darcars Nissan,15911 Indianola Dr,Rockville,MD,20855,,Public - Call ahead,,1,,200-9,39.113185,-77.160904,2017-08-02,40030,2018-02-06 21:00:03 UTC,2011-03-15
Tower 1 Building,1101 Wootton Parkway,Rockville,MD,20852,,Public - Card key at all times,,1,,GPS,39.067948,-77.1562346,2018-01-04,40031,2018-01-04 21:29:07 UTC,
Tower 2,2000 Tower Oaks Blvd,Rockville,MD,20852,,Public - Card key at all times,,1,,GPS,39.066178,-77.153254,2018-01-04,40032,2018-01-04 21:29:07 UTC,
Herb Gordon Nissan,3131 Automobile Blvd,Silver Spring,MD,20904,,Public - Call ahead,,1,1,200-9,39.077813,-76.948045,2017-08-02,40033,2018-02-06 21:00:03 UTC,2011-03-15
Blair Shopping Center,1220 East West Highway,Silver Spring,MD,20910,,Public - Card key at all times,,2,,GPS,38.9912205,-77.0304851,2018-01-04,40034,2018-01-04 21:29:08 UTC,
Blairs,8201 16th St.,Silver Spring,MD,20910,,Public - Card key at all times,,1,,GPS,38.991846,-77.034751,2018-01-04,40035,2018-01-04 21:28:00 UTC,
Hilton Garden Inn Waldorf,10385 O'Donnell Pl.,Waldorf,MD,20603,,Public,,2,,GPS,38.619302,-76.93311,2018-01-04,40036,2018-01-04 21:29:08 UTC,
MTA,8476-8484 Honeygo Blvd
BUS W. MARSH 1; Park and Ride lot in the spaces closest to the street
BUS W. MARSH 5; White Marsh park and ride lot spaces closest to street
BUS W. MARSH 4; White Marsh park and ride lot spaces closest to street
Nottingham,MD,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40040,2018-01-09 05:30:27 UTC,,,,
RAMSEY COUNTY,2180 Hamline Ave N,Roseville,MN,55113,,Public,1,1,,GPS,45.0070534,-93.1564102,2018-01-04,40043,2018-01-04 21:27:57 UTC,
CITY OF ST PAUL,1360 Lexington Pkwy N
St Paul,MN,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40044,2018-01-09 05:29:20 UTC,,,,
Lawson Parking Ramp,10 W 6th St,St. Paul,MN,55102,,Public,4,4,,200-8,44.946327,-93.095535,2017-03-03,40046,2018-02-06 21:00:03 UTC,2011-10-17
Lower Town Parking Ramp,316 Jackson St,St. Paul,MN,55101,,Public,2,2,,GPS,44.947042,-93.088226,2017-03-03,40047,2018-02-06 21:00:03 UTC,2011-10-17
HENNEPIN COUNTY,300 Nicollet Mall, Use 4th St. Entrance",Minneapolis,MN,E,,,1,1,http://www.chargepoint.com/,GPS,44.980114,-93.270256,2018-01-04,40052,
Currie Maintenance Facility,1200 Currie Ave N,Minneapolis,MN,55415,,Private,1,1,,200-8,44.977961,-93.282508,2017-03-03,40053,2018-02-06 21:00:03 UTC,2011-08-15
RAMSEY COUNTY,240 Kellogg Blvd E
St Paul,MN,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40054,2018-01-09 05:30:13 UTC,,,,
CITY OF ST PAUL,175 Kellogg Blvd W
St Paul,MN,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40055,2018-01-09 05:30:17 UTC,,,,
St. Paul Parks Facility,1100 N Hamline Ave,St. Paul,MN,55108,,Private - Government only,1,1,,200-8,44.973838,-93.156808,2017-09-06,40056,2018-02-06 21:00:03 UTC,2011-03-15
St. Paul Public Works Garage,873 Dale St N,St. Paul,MN,55103,,Private - Government only,1,1,,200-9,44.967645,-93.126333,2017-09-06,40057,2018-02-06 21:00:03 UTC,2012-07-31
CITY OF ST PAUL,145 N Smith Ave, east end)
SMITH RAMP #1; Smith Ave Ramp - City of Saint Paul
St Paul,MN,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40058,2018-01-09 05:30:17 UTC,,,,
CITY OF ST PAUL,1600 University Ave W,St Paul,MN,55104,,Public,1,1,,GPS,44.9553528,-93.1683197,2018-01-04,40059,2018-01-04 21:27:43 UTC,
World Trade Center Parking Ramp,477 Cedar St,St. Paul,MN,55101,,Public - Card key at all times,2,2,,GPS,44.948972,-93.0962,2017-10-03,40063,2018-02-06 21:00:03 UTC,2011-10-17
Modern Nissan of Concord,967 Concord Pkwy S,Concord,NC,28027,,Public - Call ahead,,1,1,200-9,35.392279,-80.623234,2017-08-02,40066,2018-02-06 21:00:03 UTC,2011-03-15
Fred Anderson Nissan,4559 Raeford Rd,Fayetteville,NC,28304,,Public - Call ahead,,1,1,200-9,35.043154,-78.956945,2017-08-02,40067,2018-02-06 21:00:03 UTC,2011-03-15
Vann Yorks High Point Nissan,1810 S Main St,High Point,NC,27260,,Public - Call ahead,,1,,200-9,35.938438,-79.99573,2017-08-02,40068,2018-02-06 21:00:03 UTC,2011-03-15
Terry Chapin Nissan,1949 Roberts Ave,Lumberton,NC,28358,,Public - Call ahead,,1,,200-9,34.635021,-78.995695,2017-08-02,40069,2018-02-06 21:00:03 UTC,2011-03-15
Green Square Public Parking Garage - Level B1,120 W Edenton St,Raleigh,NC,27603,,Private,2,12,,GPS,35.78136,-78.6412,2017-11-02,40070,2018-02-06 21:00:03 UTC,2012-02-01
Green Square Public Parking Garage - Level P1,120 W Edenton St,Raleigh,NC,27603,,Private,1,15,,GPS,35.78136,-78.6412,2017-11-02,40072,2018-02-06 21:00:03 UTC,2010-10-15
International Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,4675 Viewridge Ave,San Diego,CA,92123,,Public,,2,,GPS,32.823912,-117.12114,2017-09-06,40185,2018-02-06 21:00:03 UTC,2011-07-22
Clemson Area Transit,200 West Ln,Clemson,SC,29631,,Public,,2,,200-9,34.701868,-82.802039,2017-06-02,40248,2018-02-06 21:00:03 UTC,2011-06-15
James River Air Conditioning,1905 Westmoreland St,Richmond,VA,23230,,Public,,1,,GPS,37.578536,-77.48754,2017-12-05,40255,2018-02-06 21:00:03 UTC,2011-06-20
Prudential,16260 N 71st Street
 W side of lot",Scottsdale,85254,,888-998-2546,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,Blink Network,-111.929521,2018-01-04,40293,2018-01-04 21:38:23 UTC,,,
Arizona Department of Environmental Quality,1110 W. Washington St
Level 1
Phoenix,AZ,,888-998-2546,E,,,,Blink Network,http://www.blinknetwork.com/,2018-01-04,40296,2018-01-04 21:29:34 UTC,,,,
Green Spot Market & Fuels,702 N Buckner Blvd,Dallas,TX,75218,,Public,,2,,GPS,32.846084,-96.711979,2018-01-04,40313,2018-01-04 21:27:55 UTC,
Deep Ellum Parking Lot - Main Street,2909 Main St,Dallas,TX,75226,,Public,,2,,GPS,32.784498,-96.78197,2018-01-04,40314,2018-01-04 21:28:15 UTC,
BCC PARAMUS NJ,Odabash Way
BCC001; In the A parking lot.
BCC002; In parking lot A
BCC001; In the A parking lot.
BCC002; In parking lot A
Paramus,NJ,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40365,2018-01-04 21:29:15 UTC,,,,
NV ENERGY,6100 Neil Rd
NEIL ROAD 4; Please use stations near the front door
NEIL ROAD 2; Near main customer entrance - 7:30am - 5:30pm weekdays only
Reno,NV,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40367,2018-01-09 06:31:23 UTC,,,,
COA FACILITIES,201 E 2nd St
CONVENTION CTR2; 1st Floor garage between Elevator and Handicap parking
Austin,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40370,2018-01-09 05:31:11 UTC,,,,
COA FACILITIES,721 Barton Springs Rd
Austin,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40371,2018-01-09 06:49:05 UTC,,,,
COA FACILITIES,505 Barton Springs Rd, west of elevator
 west of elevator
 west of elevator",Austin,78704,,888-758-4389,24 hours daily,,,,ChargePoint Network,-97.749542,2018-01-04,40372,2018-01-09 05:31:11 UTC,,,
COA FACILITIES,5125 Convict Hill Rd, across from the roundabout ",Austin,TX,E,,,1,1,http://www.chargepoint.com/,GPS,30.2180004,-97.854866,2018-01-04,40373,
AT&T,208 S Akard St,Dallas,TX,75201,,Private,,4,,GPS,32.779791,-96.7990454,2017-12-05,40376,2018-02-06 21:00:03 UTC,2013-06-01
New River Nissan,2130 N Franklin St,Christiansburg,VA,24073,,Public - Call ahead,,2,,GPS,37.1581,-80.4203,2017-08-02,40380,2018-02-06 21:00:03 UTC,2012-01-31
LOUDOUN COUNTY,E Colonial Hwy
SCOTT JENKINS5
SCOTT JENKINS3
SCOTT JENKINS4
SCOTT JENKINS1
SCOTT JENKINS2
SCOTT JENKINS5
SCOTT JENKINS3
SCOTT JENKINS4
SCOTT JENKINS1
SCOTT JENKINS2
SCOTT JENKINS5
SCOTT JENKINS3
SCOTT JENKINS4
Hamilton,VA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40381,2018-01-04 21:29:45 UTC,,,,
Pence Nissan,11841 Midlothian Turnpike,Midlothian,VA,23113,,Public - Call ahead,,1,1,GPS,37.50418,-77.61949,2017-08-02,40382,2018-02-06 21:00:03 UTC,2011-05-15
KEY CENTER,601 108th Ave NE, Parking Level A, Northeast Corner
 Parling Level A, Northeast corner
 Northeast corner, Parking lavel A",WA,98004,,Public,24 hours daily,3,,,47.61591,-122.19629,2018-01-04,40383,2018-01-09 05:31:01 UTC,,
KRC SKYLINE,10900 NE 4th St, P1 of garage on right as you enter garage
 P1 of Garage on right as you enter garage
 P1 of garage on right as you enter garage",Bellevue,98004,,888-758-4389,24 hours daily,,,,ChargePoint Network,-122.194492,2018-01-04,40384,2018-01-09 05:31:10 UTC,,,
PUBLIC STATIONS,1726 Eagan Rd, next to handicap stall",Madison,WI,E,,,1,1,http://www.chargepoint.com/,GPS,43.1220703,-89.3093491,2018-01-04,40389,
PUBLIC STATIONS,7428 Terrace Avenue
Middleton,WI,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40390,2018-01-09 05:36:39 UTC,,,,
BROOKFIELD WEST,333 S Hope St
333 S HOPE EV10; GARAGE PARKING RATES APPLY: Station is on Level E.
 go to Level A, follow signs.
333 S HOPE EV9; GARAGE PARKING RATES APPLY: The station is on Level H near the elevator. 
333 S HOPE EV7; GARAGE PARKING RATES APPLY: Level G Near the Elevator
 go to Level F, Station by Elevator
 go to Level A, follow signs.
 go to Level A, follow signs.",CA,90071,,Public,24 hours daily,12,,,34.053004,-118.252957,2018-01-04,40396,2018-01-09 06:32:14 UTC,,
CENTURY PARK,2029 Century Park E
2029 EV BAY 9; -
2029 EV BAY 6; -
2029 EV BAY 7-8; The station is located on level P1
2029 EV BAY 3; -
2029 EV BAY 4; -
2029 EV BAY 5; Enter garage and proceed to P1 and follow signs
Los Angeles,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40397,2018-01-09 05:59:31 UTC,,,,
CENTURY PARK,2049 Century Park E
2049 EV BAY 6; -
2049 EV BAY 7-8; The station is located on level P1
2049 EV BAY 3; Enter garage and proceed to P1 and follow signs
2049 EV BAY 4; -
2049 EV BAY 2; Enter garage and proceed to P1 and follow signs
2049 EV BAY 1; Enter garage and proceed to P1 and follow signs
Los Angeles,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40398,2018-01-09 05:59:32 UTC,,,,
CENTURY PARK,2000 Avenue of the Stars
AOS EV BAY 7; -
AOS EV BAY 2-1; Stations are on P1 near the 2000 AOS Escalator.
AOS EV BAY 5; -
AOS EV BAY 4; Enter garage and proceed to P1 and follow signs.
AOS EV BAY 3; Enter garage and proceed to P1 and follow signs.
Los Angeles,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40399,2018-01-09 05:59:33 UTC,,,,
MARTINEZ CA,407 Estudillo St,Martinez,CA,94553,,Public,,2,,GPS,38.0192133,-122.1376306,2018-01-04,40401,2018-01-04 21:34:14 UTC,
MARTINEZ CA,525 Henrietta St,Martinez,CA,94553,,Public,1,1,,GPS,38.0138817,-122.1348572,2018-01-04,40402,2018-01-04 21:27:42 UTC,
INN MARIN,250 Entrada Dr,Novato,CA,94949,,Public,1,1,,GPS,38.0703812,-122.5402985,2018-01-04,40403,2018-01-04 21:27:58 UTC,
Smart Center San Diego,4750 Kearny Mesa Rd,San Diego,CA,92111,,Public,1,1,,GPS,32.82408524,-117.1471252,2017-06-02,40407,2018-02-06 21:00:03 UTC,2011-05-15
DELOITTE,225 W Santa Clara St
San Jose,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40409,2018-01-09 05:30:25 UTC,,,,
CARCHARGING,10 Burnell Blvd, first floor near Handicapped spaces",Norwalk,CT,E,,,1,1,http://www.chargepoint.com/,GPS,41.1180305,-73.4149323,2018-01-04,40417,
GIVE KIDS THE,210 S Bass Rd
Kissimmee,FL,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,40425,2018-01-09 05:30:27 UTC,,,,
LEESBURG FL,161-299 N 4th St,Leesburg,FL,34748,,Public,1,1,,GPS,28.8121128,-81.8771439,2018-01-04,40426,2018-01-04 21:45:41 UTC,
